"split","accuracy","log_loss","macro_precision","macro_recall","macro_f1"
"train",0.443496954496596,1.19712898713988,0.425212911677304,0.44486659062638,0.423768384001621
"test",0.444826597879048,1.1954624728928,0.420987438388902,0.4392805471105,0.420899122221033
